ボウエイ,防衛,1283,1283,53,-8.9682
ボウエイショウ,防衛省,1289,1289,265,-9.6689
ボウエキ,貿易,1283,1283,79,-9.2498
ボウガイ,妨害,1283,1283,133,-9.8070
ボウギョ,防御,1283,1283,411,-9.1886
ボウギョリツ,防御率,1288,1288,377,-9.6661
ボウケン,冒険,1283,1283,212,-9.5321
ボウシ,防止,1283,1283,174,-8.9796
ボウソウ,暴走,1283,1283,26,-9.9263
ボウダイ,膨大,1287,1287,169,-8.7851
ボウトウ,冒頭,1285,1285,451,-9.4960
ボウメイ,亡命,1283,1283,271,-9.7615
ボウリョク,暴力,1285,1285,216,-9.6256
ボク,ぼく,1306,1306,420,-6.9917
ボク,ボク,1306,1306,51,-8.0883
ボクガ,僕が,1306,148,17,-9.0508
ボクニ,僕に,1306,151,17,-9.8317
ボクノ,僕の,1306,368,17,-8.7846
ボクハ,僕は,1306,261,17,-8.2916
ボクハ,ぼくは,1306,261,17,-9.8839
ボクモ,僕も,1306,262,17,-9.1038
ボクラ,僕ら,1306,1306,17,-8.3319
ボシュウ,募集,1283,1283,375,-8.1557
ボシュウシ,募集し,1283,610,17,-9.8881
ボシュウチュウ,募集中,1288,1288,479,-9.2087
ボス,ボス,1285,1285,26,-9.8149
ボストン,ボストン,1293,1293,138,-8.7631
ボスニアヘルツェゴビナ,ボスニア・ヘルツェゴビナ,1294,1294,19,-9.6577
ボタン,ボタン,1285,1285,283,-9.0555
ボチボチ,ぼちぼち,1281,1281,501,-9.5346
ボッカイ,渤海,1290,1290,135,-9.7272
ボッサ,没さ,586,586,46,-7.8401
ボッシ,没し,735,735,46,-8.3330
ボッシロ,没しろ,588,588,46,-7.7582
ボッス,没す,584,584,46,-7.7666
ボッス,没す,731,731,46,-9.1295
ボッスル,没する,583,583,46,-7.7618
ボッセ,没せ,734,734,46,-9.1222
ボッパツ,勃発,1283,1283,298,-9.3758
ボツゴ,没後,1314,1314,323,-9.5000
ボディ,ボディ,1285,1285,95,-9.8899
ボブ,ボブ,1291,1291,255,-8.8615
ボヘミア,ボヘミア,1293,1293,446,-9.9237
ボリシェヴィキ,ボリシェヴィキ,1292,1292,326,-9.6202
ボリビア,ボリビア,1294,1294,272,-9.1955
ボル,ぼる,772,772,36,-9.8733
ボン,ボン,1293,1293,149,-9.4640
ボンヤリ,ぼんやり,1281,1281,471,-9.8092
ボーイング,ボーイング,1292,1292,413,-9.1826
ボール,ボール,1285,1285,211,-9.2110
